,symptoms,prognosa
4088,"Saya mengalami muntah sesekali. Saya tidak merasakan adanya kelesuan. berkeringat. Saya tidak merasakan adanya gagal hati akut. Sesekali, sesak napas saya rasakan. Tidak ada keasaman. Sering bermasalah dengan nyeri dada.",29
4089,Tidak ada pemborosan otot. Tidak ada buang air kecil yang terbakar. Saya tidak merasakan sakit kepala. Saya mengalami pembuluh darah menonjol di betis sesekali. Saya mengalami kelelahan. Saya mengalami pembuluh darah membengkak dalam beberapa hari terakhir. Saya mengalami kegemukan sesekali. Saya mengalami kram dalam beberapa hari terakhir. Saya menemukan tanda-tanda kaki bengkak. Saya mengalami memar sesekali.,30
4090,"wajah dan mata sembab. Saya mengalami kuku rapuh dalam beberapa hari terakhir. Saya tidak merasakan gatal. Kasus pusing ringan. tiroid yang membesar. Saya menemukan tanda-tanda sifat lekas marah. Sering bermasalah dengan menstruasi yang tidak normal. Saya mengalami kelesuan sesekali. Saya mengalami kelelahan sesekali. Saya menemukan tanda-tanda depresi. Saya mengalami tangan dan kaki dingin. Saya tidak merasakan demam ringan. Kasus penambahan berat badan ringan. Tidak ada nyeri di belakang mata. Sesekali, ekstremitas bengkak saya rasakan. perubahan suasana hati.",31
4091,Kasus penurunan berat badan ringan. Saya mengalami kelelahan sesekali. Saya mengalami kegelisahan. Saya mengalami detak jantung cepat dalam beberapa hari terakhir. Tidak ada sesak napas. Saya tidak merasakan adanya bersin terus menerus. Saya mengalami perubahan suasana hati sesekali. Saya mengalami rasa lapar yang berlebihan. Sering bermasalah dengan diare. Saya tidak merasakan panas dingin. Saya menemukan tanda-tanda sifat lekas marah. Saya mengalami berkeringat sesekali. kelemahan otot. Saya mengalami menstruasi yang tidak normal.,32
4092,"Saya mengalami rasa lapar yang berlebihan. Saya tidak merasakan iritasi tenggorokan. ucapan cadel. Tidak ada panas dingin. Saya menemukan tanda-tanda sakit kepala. Saya mengalami sifat lekas marah. Saya mengalami penglihatan kabur dan terdistorsi sesekali. Saya mengalami palpitasi dalam beberapa hari terakhir. Kasus mual ringan. Sering bermasalah dengan berkeringat. Kasus bibir kering dan kesemutan ringan. Sesekali, kecemasan saya rasakan. kelelahan. Saya mengalami muntah. Tidak ada ruam kulit.",33
4093,"Saya menemukan tanda-tanda nyeri sendi panggul. Kasus berjalan yang menyakitkan ringan. Tidak ada kecemasan. sakit leher. Saya menemukan tanda-tanda sendi bengkak. Sesekali, sakit lutut saya rasakan. Kasus nyeri sendi ringan. Saya tidak merasakan adanya batuk. Tidak ada buang air kecil yang terbakar.",34
4094,Tidak ada mual. Saya tidak merasakan kehilangan selera makan. Saya mengalami kelemahan otot sesekali. Saya mengalami kekakuan gerakan. Sering bermasalah dengan berjalan yang menyakitkan. Saya mengalami leher kaku dalam beberapa hari terakhir. Saya tidak merasakan perubahan suasana hati. sendi bengkak.,35
4095,"Saya mengalami kehilangan keseimbangan. Sesekali, muntah saya rasakan. Sesekali, gerakan berputar saya rasakan. Kasus sakit kepala ringan. Saya mengalami kegoyangan. Tidak ada buang air kecil bercak. Saya tidak merasakan adanya kecemasan. Kasus mual ringan. Saya tidak merasakan penurunan berat badan.",36
4096,komedo. Saya tidak merasakan adanya pemborosan otot. Saya tidak merasakan buang air kecil yang terbakar. Sering bermasalah dengan berteriak-teriak. ruam kulit. Tidak ada kelesuan. Sering bermasalah dengan jerawat berisi nanah.,37
4097,"Kasus buang air kecil yang terbakar ringan. Saya tidak merasakan keasaman. Saya tidak merasakan adanya bisul di lidah. Saya menemukan tanda-tanda bau urin yang busuk. Sesekali, rasa urin terus menerus saya rasakan. Tidak ada gatal. Saya mengalami ketidaknyamanan kandung kemih dalam beberapa hari terakhir.",38
4098,"Saya mengalami nyeri sendi. Kasus penyok kecil di kuku ringan. Tidak ada buang air kecil bercak. Saya mengalami kuku inflamasi sesekali. Sering bermasalah dengan pengelupasan kulit. Sesekali, perak seperti debu saya rasakan. Tidak ada penambahan berat badan. Kasus ruam kulit ringan. Saya tidak merasakan bercak di tenggorokan.",39
4099,"Tidak ada gemetaran. Saya mengalami sakit merah di sekitar hidung. Kasus kerak kuning keluar ringan. Saya mengalami lepuh. Tidak ada bersin terus menerus. Saya mengalami demam tinggi sesekali. Sesekali, ruam kulit saya rasakan. Saya tidak merasakan panas dingin.",40
4100,Saya tidak merasakan adanya buang air kecil yang terbakar. Saya tidak merasakan adanya sakit perut. Saya menemukan tanda-tanda erupsi kulit nodal. Saya mengalami patch diskromik. Saya mengalami gatal sesekali. Saya menemukan tanda-tanda ruam kulit. Tidak ada panas dingin.,0
4101,panas dingin. bersin terus menerus. berair dari mata. Saya tidak merasakan pembengkakan perut. Sering bermasalah dengan gemetaran. prognosa. Saya tidak merasakan adanya perubahan suasana hati. Saya tidak merasakan bercak di tenggorokan.,1
4102,Saya tidak merasakan adanya panas dingin. Saya mengalami keasaman dalam beberapa hari terakhir. Saya tidak merasakan adanya nyeri sendi. Sering bermasalah dengan batuk. Saya menemukan tanda-tanda nyeri dada. Saya menemukan tanda-tanda muntah. Tidak ada bercak di tenggorokan. Saya mengalami bisul di lidah sesekali. Kasus sakit perut ringan.,2
4103,menguningnya mata. Kasus mual ringan. Tidak ada buang air kecil yang terbakar. Kasus kulit kekuningan ringan. Kasus kehilangan selera makan ringan. Sering bermasalah dengan gatal. Saya mengalami sakit perut 1. Saya tidak merasakan kadar gula tidak teratur. Kasus muntah ringan. Saya tidak merasakan berkeringat.,3
4104,Saya mengalami gatal sesekali. Saya tidak merasakan adanya gemetaran. Saya menemukan tanda-tanda ruam kulit. Saya tidak merasakan adanya bisul di lidah. Saya menemukan tanda-tanda sakit perut. Saya tidak merasakan adanya penurunan berat badan. buang air kecil yang terbakar. Saya mengalami buang air kecil bercak dalam beberapa hari terakhir.,4
4105,"Saya menemukan tanda-tanda kehilangan selera makan. Saya tidak merasakan demam tinggi. Saya mengalami sakit perut 1 dalam beberapa hari terakhir. Saya tidak merasakan adanya kegelisahan. lewatnya gas. Tidak ada pembengkakan perut. Saya mengalami muntah sesekali. Sering bermasalah dengan gatal dalam. Sesekali, gangguan pencernaan saya rasakan.",5
4106,Saya mengalami kontak perkawinan ekstra dalam beberapa hari terakhir. Saya tidak merasakan gemetaran. Saya mengalami pemborosan otot sesekali. bercak di tenggorokan. Saya tidak merasakan ruam kulit. Saya tidak merasakan buang air kecil yang terbakar. Sering bermasalah dengan demam tinggi.,6
4107,"Saya mengalami kegelisahan dalam beberapa hari terakhir. Saya tidak merasakan sesak napas. Saya tidak merasakan adanya buang air kecil bercak. Saya mengalami rasa lapar yang berlebihan sesekali. Sering bermasalah dengan nafsu makan meningkat. Saya menemukan tanda-tanda penglihatan kabur dan terdistorsi. Saya menemukan tanda-tanda kelesuan. Saya mengalami poliuria dalam beberapa hari terakhir. Sesekali, kelelahan saya rasakan. Saya tidak merasakan adanya dehidrasi. Saya mengalami kadar gula tidak teratur sesekali. penurunan berat badan. Saya mengalami kegemukan sesekali.",7
4108,Saya tidak merasakan urin kuning. Saya mengalami dehidrasi. Saya menemukan tanda-tanda mata cekung. muntah. Tidak ada kehilangan selera makan. Saya mengalami diare dalam beberapa hari terakhir. Saya tidak merasakan adanya menguningnya mata.,8
4109,"kelelahan. Saya tidak merasakan demam ringan. Tidak ada kegelisahan. Sesekali, dahak mukoid saya rasakan. Saya mengalami batuk dalam beberapa hari terakhir. Kasus sesak napas ringan. Saya mengalami sejarah keluarga dalam beberapa hari terakhir. Saya tidak merasakan adanya rasa tidak enak. Saya mengalami demam tinggi.",9
4110,Tidak ada gangguan pencernaan. Kasus nyeri dada ringan. Saya tidak merasakan adanya bercak di tenggorokan. Saya mengalami sakit kepala. pusing. Saya tidak merasakan adanya muntah. Saya mengalami kurang konsenterasi sesekali. Saya mengalami kehilangan keseimbangan.,10
4111,"Saya mengalami leher kaku dalam beberapa hari terakhir. Saya mengalami sifat lekas marah sesekali. Saya mengalami depresi. Tidak ada gemetaran. Tidak ada erupsi kulit nodal. Saya mengalami gangguan penglihatan dalam beberapa hari terakhir. Sering bermasalah dengan keasaman. penglihatan kabur dan terdistorsi. Saya mengalami sakit kepala sesekali. Saya menemukan tanda-tanda gangguan pencernaan. Saya tidak merasakan adanya gatal. Sesekali, rasa lapar yang berlebihan saya rasakan.",11
4112,"Saya tidak merasakan gatal. Saya mengalami kehilangan keseimbangan sesekali. Saya tidak merasakan buang air kecil yang terbakar. Sesekali, sakit punggung saya rasakan. Saya tidak merasakan kulit kekuningan. Sering bermasalah dengan pusing. sakit leher. Saya mengalami kelemahan pada tungkai dalam beberapa hari terakhir.",12
4113,sakit kepala. Saya tidak merasakan adanya bersin terus menerus. Sering bermasalah dengan sensorium yang diubah. Saya tidak merasakan sakit perut. Saya mengalami muntah. Saya menemukan tanda-tanda kelemahan satu sisi tubuh. Tidak ada erupsi kulit nodal.,13
4114,"Saya tidak merasakan adanya nyeri sendi. Saya mengalami penurunan berat badan dalam beberapa hari terakhir. Saya menemukan tanda-tanda kulit kekuningan. Saya tidak merasakan adanya sakit perut. Saya tidak merasakan adanya bisul di lidah. Kasus gatal ringan. Sering bermasalah dengan urin gelap. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya mengalami muntah. sakit perut 1. Sesekali, demam tinggi saya rasakan.",14
4115,"Sesekali, mual saya rasakan. Saya mengalami nyeri otot. Saya mengalami demam tinggi. Saya mengalami diare dalam beberapa hari terakhir. Saya tidak merasakan buang air kecil yang terbakar. Saya mengalami panas dingin. Saya tidak merasakan penurunan berat badan. Tidak ada perubahan suasana hati. Sering bermasalah dengan muntah. Sering bermasalah dengan sakit kepala. Saya menemukan tanda-tanda berkeringat.",15
4116,"Sering bermasalah dengan demam ringan. Sesekali, kelelahan saya rasakan. Saya mengalami kehilangan selera makan. Saya tidak merasakan bercak di tenggorokan. Saya mengalami rasa tidak enak. Saya tidak merasakan kadar gula tidak teratur. Sering bermasalah dengan demam tinggi. Sesekali, kelesuan saya rasakan. Sesekali, kelenjar getah bening membengkak saya rasakan. Tidak ada menguningnya mata. Sesekali, gatal saya rasakan. Saya mengalami ruam kulit. Sering bermasalah dengan sakit kepala. Saya mengalami bintik-bintik merah di sekujur tubuh sesekali.",16
4117,"Sering bermasalah dengan sakit punggung. Sering bermasalah dengan kehilangan selera makan. Saya tidak merasakan adanya gatal. Saya tidak merasakan keasaman. Sesekali, demam tinggi saya rasakan. Saya mengalami nyeri di belakang mata. Sering bermasalah dengan sakit kepala. Saya menemukan tanda-tanda rasa tidak enak. Kasus ruam kulit ringan. Sesekali, nyeri sendi saya rasakan. Kasus nyeri otot ringan. Saya mengalami bintik-bintik merah di sekujur tubuh. muntah. Saya mengalami kelelahan sesekali. Saya tidak merasakan adanya tangan dan kaki dingin. Saya mengalami panas dingin dalam beberapa hari terakhir. Saya mengalami mual.",17
4118,"Saya mengalami muntah sesekali. Saya mengalami sakit perut 1 sesekali. Sesekali, sakit kepala saya rasakan. Saya menemukan tanda-tanda panas dingin. Sesekali, mual saya rasakan. Kasus diare ringan. Saya mengalami sembelit. Saya menemukan tanda-tanda tampilan beracun atau tifus. Saya mengalami sakit perut 2 dalam beberapa hari terakhir. Saya menemukan tanda-tanda demam tinggi. Saya tidak merasakan adanya kadar gula tidak teratur. Saya menemukan tanda-tanda kelelahan. Saya tidak merasakan adanya tangan dan kaki dingin. Tidak ada erupsi kulit nodal.",18
4119,"Saya menemukan tanda-tanda kulit kekuningan. Saya tidak merasakan berkeringat. Saya mengalami diare dalam beberapa hari terakhir. Saya mengalami sakit perut 1 dalam beberapa hari terakhir. Kasus nyeri otot ringan. Sering bermasalah dengan kehilangan selera makan. demam ringan. Sesekali, mual saya rasakan. Saya menemukan tanda-tanda muntah. Tidak ada panas dingin. Saya mengalami urin gelap sesekali. Sering bermasalah dengan menguningnya mata. nyeri sendi. Saya tidak merasakan iritasi tenggorokan.",19
4120,"Kasus menerima suntikan yang tidak steril ringan. Saya mengalami kelesuan. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Sering bermasalah dengan menerima transfusi darah. kulit kekuningan. Saya mengalami menguningnya mata dalam beberapa hari terakhir. Kasus kelelahan ringan. Sesekali, urin kuning saya rasakan. Saya mengalami gatal sesekali. Tidak ada kelebihan cairan. Saya mengalami rasa tidak enak sesekali. Saya mengalami sakit perut 1 sesekali. Saya tidak merasakan adanya diare. Saya tidak merasakan kelemahan pada tungkai. urin gelap.",20
4121,"Tidak ada tangan dan kaki dingin. Saya mengalami menguningnya mata sesekali. Sesekali, kulit kekuningan saya rasakan. Tidak ada kecemasan. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Tidak ada gemetaran. Kasus sejarah keluarga ringan. Kasus mual ringan. Sering bermasalah dengan kelelahan.",21
4122,"Saya tidak merasakan penurunan berat badan. kehilangan selera makan. Saya tidak merasakan adanya buang air kecil yang terbakar. Sering bermasalah dengan kelelahan. Saya mengalami nyeri sendi sesekali. Sesekali, mual saya rasakan. Kasus muntah ringan. Saya tidak merasakan penambahan berat badan. Saya mengalami menguningnya mata sesekali. Saya menemukan tanda-tanda sakit perut 1. Saya mengalami urin gelap sesekali. Sering bermasalah dengan kulit kekuningan.",22
4123,"Saya tidak merasakan adanya perubahan suasana hati. Sesekali, sakit perut 1 saya rasakan. mual. Sering bermasalah dengan urin gelap. Saya menemukan tanda-tanda nyeri sendi. Saya mengalami pendarahan perut dalam beberapa hari terakhir. Kasus koma ringan. Saya tidak merasakan sakit kepala. Sering bermasalah dengan muntah. kehilangan selera makan. Saya mengalami demam tinggi dalam beberapa hari terakhir. Saya tidak merasakan kaki bengkak. Kasus menguningnya mata ringan. Sesekali, kelelahan saya rasakan. Sesekali, gagal hati akut saya rasakan. Kasus kulit kekuningan ringan.",23
4124,"Tidak ada tangan dan kaki dingin. Saya mengalami kulit kekuningan. Sering bermasalah dengan sakit perut 1. Sering bermasalah dengan muntah. Sesekali, riwayat konsumsi alkohol saya rasakan. Kasus kelebihan cairan 1 ringan. Kasus pembengkakan perut ringan. Saya tidak merasakan adanya kelelahan. Saya tidak merasakan bersin terus menerus. Saya mengalami distensi abdomen sesekali.",24
4125,"Kasus sesak napas ringan. dahak. Saya tidak merasakan adanya bercak di tenggorokan. Saya mengalami berkeringat dalam beberapa hari terakhir. Saya tidak merasakan gemetaran. Saya mengalami darah dalam dahak dalam beberapa hari terakhir. Kasus penurunan berat badan ringan. kelenjar getah bening membengkak. Kasus kelelahan ringan. Sesekali, nyeri dada saya rasakan. Saya tidak merasakan adanya keasaman. Kasus muntah ringan. Sesekali, demam ringan saya rasakan. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. Saya mengalami batuk sesekali. Saya mengalami kehilangan selera makan sesekali. Saya mengalami demam tinggi dalam beberapa hari terakhir. Saya menemukan tanda-tanda panas dingin. Sering bermasalah dengan menguningnya mata.",25
4126,"Saya tidak merasakan muntah. demam tinggi. Kasus iritasi tenggorokan ringan. Saya menemukan tanda-tanda dahak. Saya menemukan tanda-tanda kelenjar getah bening membengkak. Saya menemukan tanda-tanda panas dingin. Saya mengalami penyumbatan. Sesekali, pilek saya rasakan. Saya menemukan tanda-tanda mata merah. Tidak ada kecemasan. Sesekali, rasa tidak enak saya rasakan. Sering bermasalah dengan nyeri dada. Kasus bersin terus menerus ringan. Saya tidak merasakan penurunan berat badan. Saya mengalami nyeri otot sesekali. Saya mengalami batuk. Sering bermasalah dengan sakit kepala. tekanan sinus. Sering bermasalah dengan kehilangan bau. Saya mengalami kelelahan dalam beberapa hari terakhir.",26
4127,"Saya tidak merasakan adanya gatal. Sesekali, batuk saya rasakan. Saya mengalami dahak dalam beberapa hari terakhir. Kasus detak jantung cepat ringan. Saya mengalami demam tinggi sesekali. Saya tidak merasakan adanya pemborosan otot. Tidak ada muntah. Saya mengalami dahak berkarat sesekali. Kasus berkeringat ringan. Saya mengalami kelelahan dalam beberapa hari terakhir. Sesekali, sesak napas saya rasakan. Sesekali, rasa tidak enak saya rasakan. Sering bermasalah dengan nyeri dada. Kasus panas dingin ringan.",27
4128,"Saya mengalami sembelit. Sesekali, iritasi pada anus saya rasakan. Tidak ada berkeringat. Sering bermasalah dengan tinja berdarah. Saya tidak merasakan sakit punggung. Saya mengalami nyeri saat buang air besar sesekali. Tidak ada perubahan suasana hati. Sesekali, nyeri di daerah anus saya rasakan.",28
4129,"Sesekali, sesak napas saya rasakan. Saya tidak merasakan adanya mata cekung. muntah. Saya mengalami berkeringat. Tidak ada mual. Tidak ada panas dingin. Saya mengalami nyeri dada sesekali.",29
4130,"pembuluh darah menonjol di betis. Kasus pembuluh darah membengkak ringan. Saya mengalami kaki bengkak. Saya tidak merasakan kegelisahan. Saya menemukan tanda-tanda kram. Tidak ada tangan dan kaki dingin. Sering bermasalah dengan kegemukan. Sesekali, kelelahan saya rasakan. Saya mengalami memar. Saya tidak merasakan adanya pemborosan otot.",30
4131,"Saya tidak merasakan batuk. Saya mengalami menstruasi yang tidak normal. Saya mengalami wajah dan mata sembab dalam beberapa hari terakhir. Sesekali, kelelahan saya rasakan. Saya menemukan tanda-tanda pusing. Sesekali, penambahan berat badan saya rasakan. Sering bermasalah dengan kelesuan. Sesekali, depresi saya rasakan. Saya mengalami perubahan suasana hati dalam beberapa hari terakhir. tangan dan kaki dingin. Kasus kuku rapuh ringan. tiroid yang membesar. Saya mengalami sifat lekas marah sesekali. Saya tidak merasakan gatal. Tidak ada bercak di tenggorokan. Kasus ekstremitas bengkak ringan.",31
4132,Saya menemukan tanda-tanda kegelisahan. berkeringat. Sering bermasalah dengan detak jantung cepat. rasa lapar yang berlebihan. Saya mengalami diare sesekali. Saya tidak merasakan adanya nyeri sendi. Saya mengalami penurunan berat badan sesekali. Sering bermasalah dengan perubahan suasana hati. kelemahan otot. Saya menemukan tanda-tanda kelelahan. Sering bermasalah dengan sifat lekas marah. menstruasi yang tidak normal. Saya tidak merasakan adanya gemetaran. Saya tidak merasakan ruam kulit.,32
4133,"Saya mengalami bibir kering dan kesemutan dalam beberapa hari terakhir. Sering bermasalah dengan ucapan cadel. Saya menemukan tanda-tanda sakit kepala. Sering bermasalah dengan kelelahan. Saya menemukan tanda-tanda kecemasan. Saya tidak merasakan adanya pembengkakan perut. Tidak ada kelenjar getah bening membengkak. Saya tidak merasakan adanya urin kuning. Sering bermasalah dengan rasa lapar yang berlebihan. Sesekali, sifat lekas marah saya rasakan. Saya mengalami palpitasi. Saya mengalami mual sesekali. Sesekali, muntah saya rasakan. Kasus berkeringat ringan. Sering bermasalah dengan penglihatan kabur dan terdistorsi.",33
4134,Saya tidak merasakan adanya gangguan pencernaan. Sering bermasalah dengan sakit leher. Saya tidak merasakan batuk. Saya menemukan tanda-tanda berjalan yang menyakitkan. Sering bermasalah dengan sakit lutut. Saya tidak merasakan adanya sembelit. nyeri sendi. Saya mengalami sendi bengkak. nyeri sendi panggul.,34
4135,Kasus sendi bengkak ringan. Saya mengalami kelemahan otot. Saya tidak merasakan adanya ruam kulit. Saya menemukan tanda-tanda kekakuan gerakan. Saya tidak merasakan adanya kegelisahan. Saya mengalami leher kaku sesekali. Saya mengalami berjalan yang menyakitkan sesekali. Saya tidak merasakan perubahan suasana hati.,35
4136,"Saya mengalami mual. Saya tidak merasakan adanya keasaman. kegoyangan. Saya mengalami muntah sesekali. Saya mengalami kehilangan keseimbangan dalam beberapa hari terakhir. Kasus gerakan berputar ringan. Sesekali, sakit kepala saya rasakan. Tidak ada menguningnya mata. Tidak ada penambahan berat badan.",36
4137,"Kasus jerawat berisi nanah ringan. Sesekali, komedo saya rasakan. Saya tidak merasakan adanya panas dingin. Saya tidak merasakan adanya gatal. Saya mengalami ruam kulit dalam beberapa hari terakhir. Tidak ada bersin terus menerus. berteriak-teriak.",37
4138,Kasus bau urin yang busuk ringan. Saya menemukan tanda-tanda rasa urin terus menerus. Kasus ketidaknyamanan kandung kemih ringan. Tidak ada penambahan berat badan. Tidak ada penyumbatan. Saya menemukan tanda-tanda buang air kecil yang terbakar. Tidak ada kelebihan cairan.,38
4139,Saya mengalami penyok kecil di kuku dalam beberapa hari terakhir. Saya tidak merasakan adanya buang air kecil yang terbakar. Saya tidak merasakan adanya gemetaran. Saya mengalami perak seperti debu sesekali. Saya mengalami ruam kulit. Sering bermasalah dengan nyeri sendi. Saya mengalami pengelupasan kulit. kuku inflamasi. Saya tidak merasakan adanya bersin terus menerus.,39
4140,"Tidak ada buang air kecil bercak. Saya tidak merasakan penambahan berat badan. Saya tidak merasakan adanya erupsi kulit nodal. Saya mengalami lepuh sesekali. Sesekali, kerak kuning keluar saya rasakan. Saya menemukan tanda-tanda demam tinggi. Saya mengalami ruam kulit dalam beberapa hari terakhir. Saya menemukan tanda-tanda sakit merah di sekitar hidung.",40
4141,"Saya tidak merasakan adanya sakit punggung. gatal. Saya mengalami patch diskromik. Saya tidak merasakan adanya demam tinggi. Saya mengalami ruam kulit sesekali. Sesekali, erupsi kulit nodal saya rasakan. Tidak ada gemetaran.",0
4142,"Saya mengalami panas dingin. Saya tidak merasakan kegelisahan. Tidak ada penambahan berat badan. Saya tidak merasakan ruam kulit. Saya mengalami prognosa sesekali. Sesekali, bersin terus menerus saya rasakan. Saya mengalami gemetaran. Saya menemukan tanda-tanda berair dari mata.",1
4143,"Saya mengalami sakit perut sesekali. Kasus muntah ringan. Tidak ada gemetaran. Saya mengalami nyeri dada. keasaman. Tidak ada kelelahan. Kasus batuk ringan. Tidak ada kegelisahan. Sesekali, bisul di lidah saya rasakan.",2
4144,"Sering bermasalah dengan gatal. Saya mengalami sakit perut 1 dalam beberapa hari terakhir. Saya mengalami mual sesekali. Saya tidak merasakan adanya sesak napas. Saya tidak merasakan adanya kelesuan. menguningnya mata. Tidak ada penurunan berat badan. Saya mengalami muntah. Sesekali, kulit kekuningan saya rasakan. Saya mengalami kehilangan selera makan.",3
4145,Kasus buang air kecil bercak ringan. Saya menemukan tanda-tanda sakit perut. Saya mengalami ruam kulit. Tidak ada tangan dan kaki dingin. Saya tidak merasakan gemetaran. Saya menemukan tanda-tanda buang air kecil yang terbakar. Saya tidak merasakan muntah. Saya mengalami gatal dalam beberapa hari terakhir.,4
4146,"Saya mengalami sakit perut 1. Saya mengalami lewatnya gas sesekali. Tidak ada bercak di tenggorokan. Saya mengalami muntah dalam beberapa hari terakhir. Saya tidak merasakan buang air kecil bercak. Kasus gangguan pencernaan ringan. Saya tidak merasakan adanya kecemasan. Saya mengalami kehilangan selera makan. Sesekali, gatal dalam saya rasakan.",5
4147,"Saya mengalami bercak di tenggorokan sesekali. Saya mengalami kontak perkawinan ekstra. Saya tidak merasakan penurunan berat badan. Sesekali, demam tinggi saya rasakan. Saya tidak merasakan buang air kecil yang terbakar. Saya tidak merasakan kecemasan. pemborosan otot.",6
4148,"penurunan berat badan. Saya mengalami kelelahan sesekali. Saya tidak merasakan adanya gemetaran. Kasus kegelisahan ringan. Sering bermasalah dengan kelesuan. Saya menemukan tanda-tanda kadar gula tidak teratur. Tidak ada penambahan berat badan. Saya menemukan tanda-tanda nafsu makan meningkat. Saya menemukan tanda-tanda penglihatan kabur dan terdistorsi. Saya tidak merasakan adanya sesak napas. Sesekali, kegemukan saya rasakan. Sesekali, poliuria saya rasakan. Sesekali, rasa lapar yang berlebihan saya rasakan.",7
4149,"Saya tidak merasakan adanya perubahan suasana hati. Saya mengalami mata cekung dalam beberapa hari terakhir. Saya tidak merasakan adanya sakit perut 1. Saya menemukan tanda-tanda diare. Saya tidak merasakan sembelit. Saya mengalami dehidrasi sesekali. Sesekali, muntah saya rasakan.",8
4150,"Kasus sejarah keluarga ringan. Sering bermasalah dengan batuk. dahak mukoid. Sesekali, sesak napas saya rasakan. Saya mengalami demam tinggi dalam beberapa hari terakhir. kelelahan. Tidak ada kegelisahan. Tidak ada nyeri sendi. Saya tidak merasakan bisul di lidah.",9
4151,"Tidak ada menguningnya mata. Sesekali, kurang konsenterasi saya rasakan. Saya menemukan tanda-tanda kehilangan keseimbangan. Sering bermasalah dengan nyeri dada. Saya menemukan tanda-tanda pusing. Saya mengalami sakit kepala sesekali. Saya tidak merasakan buang air kecil yang terbakar. Saya tidak merasakan adanya diare.",10
4152,"Saya menemukan tanda-tanda sakit kepala. Saya tidak merasakan adanya kecemasan. Saya mengalami keasaman dalam beberapa hari terakhir. Kasus sifat lekas marah ringan. Saya menemukan tanda-tanda depresi. Saya menemukan tanda-tanda penglihatan kabur dan terdistorsi. Sering bermasalah dengan leher kaku. Tidak ada erupsi kulit nodal. Saya mengalami rasa lapar yang berlebihan. Sesekali, gangguan pencernaan saya rasakan. Sesekali, gangguan penglihatan saya rasakan. Saya tidak merasakan adanya kadar gula tidak teratur.",11
4153,"sakit punggung. Saya tidak merasakan adanya penurunan berat badan. Sesekali, kelemahan pada tungkai saya rasakan. Saya mengalami pusing. Saya mengalami sakit leher dalam beberapa hari terakhir. Tidak ada batuk. Sesekali, kehilangan keseimbangan saya rasakan. Tidak ada buang air kecil yang terbakar.",12
4154,Kasus muntah ringan. Saya tidak merasakan demam tinggi. Saya menemukan tanda-tanda sakit kepala. Saya mengalami kelemahan satu sisi tubuh. Saya tidak merasakan adanya sesak napas. Saya tidak merasakan adanya penambahan berat badan. Saya mengalami sensorium yang diubah.,13
4155,"Tidak ada demam ringan. Saya tidak merasakan adanya buang air kecil yang terbakar. urin gelap. Saya menemukan tanda-tanda kelelahan. Sesekali, muntah saya rasakan. Kasus penurunan berat badan ringan. Sesekali, demam tinggi saya rasakan. Saya menemukan tanda-tanda sakit perut 1. Kasus gatal ringan. Kasus kulit kekuningan ringan. Saya tidak merasakan adanya bisul di lidah.",14
4156,"Saya mengalami nyeri otot. mual. Saya menemukan tanda-tanda panas dingin. Tidak ada penambahan berat badan. Sesekali, demam tinggi saya rasakan. Kasus muntah ringan. Saya tidak merasakan perubahan suasana hati. sakit kepala. berkeringat. Saya tidak merasakan adanya bersin terus menerus. Saya mengalami diare.",15
4157,Sering bermasalah dengan sakit kepala. Saya mengalami demam ringan dalam beberapa hari terakhir. Saya tidak merasakan adanya erupsi kulit nodal. Sering bermasalah dengan kelenjar getah bening membengkak. kehilangan selera makan. Sering bermasalah dengan ruam kulit. Tidak ada tangan dan kaki dingin. Saya mengalami rasa tidak enak sesekali. Saya mengalami kelesuan dalam beberapa hari terakhir. Saya menemukan tanda-tanda gatal. Saya mengalami kelelahan. demam tinggi. Tidak ada nyeri sendi. Sering bermasalah dengan bintik-bintik merah di sekujur tubuh.,16
4158,"Saya mengalami ruam kulit sesekali. Saya tidak merasakan adanya sesak napas. Sering bermasalah dengan panas dingin. Sesekali, rasa tidak enak saya rasakan. Sering bermasalah dengan nyeri otot. Saya mengalami muntah. Saya mengalami kehilangan selera makan. sakit punggung. Saya menemukan tanda-tanda mual. Sering bermasalah dengan nyeri sendi. Kasus sakit kepala ringan. Kasus nyeri di belakang mata ringan. Tidak ada erupsi kulit nodal. Sering bermasalah dengan demam tinggi. Saya mengalami bintik-bintik merah di sekujur tubuh. Sesekali, kelelahan saya rasakan. Saya tidak merasakan gatal.",17
4159,Sering bermasalah dengan demam tinggi. Saya menemukan tanda-tanda diare. Saya mengalami kelelahan. Kasus sakit perut 1 ringan. Saya mengalami sembelit dalam beberapa hari terakhir. Saya tidak merasakan adanya bisul di lidah. Saya menemukan tanda-tanda sakit kepala. Tidak ada nyeri sendi. Saya menemukan tanda-tanda sakit perut 2. Saya mengalami tampilan beracun atau tifus dalam beberapa hari terakhir. Kasus panas dingin ringan. Saya tidak merasakan erupsi kulit nodal. Saya mengalami muntah dalam beberapa hari terakhir. Saya menemukan tanda-tanda mual.,18
