indeks;label;text
13; Infeksi saluran kemih;Saya mengalami suhu yang sangat rendah dan kencing berbau sangat busuk. Area di dekat ginjal saya sangat sakit dan saya tidak bisa menahan kencing. Saya sering mendapatkan dorongan yang tidak terkendali ini
14; Infeksi saluran kemih; Saya harus ke kamar mandi setiap saat, tetapi keluaran urin sangat rendah seringkali hanya beberapa tetes. Perut saya sangat sakit dan sepertinya tidak bisa mengendalikan keinginan saya untuk buang air kecil
15; Infeksi saluran kemih; Kencing saya berwarna gelap dan sering berdarah serta sering berbau sangat tidak sedap. Saya sering mengalami fluktuasi suhu dan sering tidak bisa tidur di malam hari karena hal ini
16; Infeksi saluran kemih; Saya telah mengalami sakit di kandung kemih saya dan telah mendapatkan
17; Infeksi saluran kemih; Saya telah buang air kecil dengan darah di dalamnya. Saya terkadang merasa mual saat buang air kecil. Saya sering hampir demam pada waktu yang sama.
18; Infeksi saluran kemih; Kencing saya memiliki bau yang kuat, tidak enak, dan penampilan yang kabur. Sejak gejala ini mulai muncul, saya sering merasakan keinginan untuk buang air kecil di malam hari dan mengalami suhu tinggi
19; Infeksi saluran kemih;Perut saya sakit, dan saya sering demam. Saya mengalami keinginan kuat yang tiba-tiba untuk buang air kecil. Ketidaknyamanan hampir selalu ada dan sering memburuk di malam hari. Kencing saya hampir selalu berbau tidak sedap.
20; Infeksi saluran kemih; Saya mengalami keinginan yang sering, intens, tiba-tiba untuk buang air kecil. Terkadang saya kencing darah, dan baunya tidak enak. Apa yang harus saya lakukan jika saya yakin saya terkena infeksi?
21; Infeksi saluran kemih; Saya sesekali buang air kecil dengan darah di dalamnya dan terkadang merasa mual saat melakukannya. Membantu! Saya juga kadang-kadang mengalami suhu tinggi di malam hari dan mengeluarkan bau tidak sedap dari kencing saya.
22; Infeksi saluran kemih; Saya mengalami sakit perut bagian bawah dan sensasi meledak saat buang air kecil. Sejak saya mulai mengalami gejala tambahan tersebut, saya juga mengalami suhu tubuh yang rendah. Aku menjadi lemah karena ini.
23; Infeksi saluran kemih; Saya memiliki suhu ringan dan darah di kencing saya. Kepala saya hampir selalu sakit, dan saya sering mengalami keinginan yang kuat dan tidak disengaja untuk buang air kecil. Selain itu, saya mengalami sakit punggung bagian bawah
24; Infeksi saluran kemih;Sejak beberapa hari yang lalu, saya mengalami suhu rendah dan buang air kecil berdarah. Kepalaku sakit luar biasa, dan urinku berbau tidak enak. Saya hampir tidak bisa mengontrol kapan saya buang air kecil, dan dorongan datang tiba-tiba.
25; Infeksi saluran kemih; Saya sering muntah dan merasa tidak nyaman di area panggul. Urin saya kadang-kadang berbau sangat tidak enak, dan kadang-kadang ada darah di dalamnya. Karena sakit kepala saya kadang-kadang, saya sulit tidur.
26; Infeksi saluran kemih; Saya harus sering menggunakan kamar kecil untuk buang air, tetapi sepertinya saya tidak bisa mengosongkan kandung kemih saya. Saya kadang-kadang mengalami keinginan yang kuat dan tidak terkendali untuk buang air kecil, serta urin berwarna hitam atau merah tua.
27; Infeksi saluran kemih; Saya telah mengalami suasana hati yang sangat buruk dan bau urin yang sangat buruk. Sepertinya saya tidak bisa menahan air kencing saya, dan area di dekat ginjal saya sangat sakit. Saya sering mengalami keinginan yang tidak rasional ini.
28; Infeksi saluran kemih;Saya harus sering ke kamar kecil, namun biasanya hanya beberapa tetes kencing yang dihasilkan. Perut saya sangat sakit, dan sepertinya saya tidak bisa mengontrol keinginan untuk buang air kecil.
29; Infeksi saluran kemih; Urin saya sering berwarna hitam, merah, dan memiliki bau yang sangat aneh. Saya mengalami perubahan suhu yang sangat teratur, yang biasanya membuat saya tidak bisa tidur di malam hari.
30; Infeksi saluran kemih; Darah telah ditemukan di urin saya. Saya terkadang merasa mual saat buang air kecil. Saya sering merasa hampir demam.
31; Infeksi saluran kemih; Kencing saya berbau menyengat dan tampak keruh. Saya mengalami suhu tinggi dan sering ingin buang air kecil di malam hari sejak gejala ini pertama kali muncul.
32; Infeksi saluran kemih; Saya mengalami desakan yang sering, kuat, dan tiba-tiba untuk buang air kecil. Saya kadang-kadang buang air kecil dengan darah di dalamnya, dan baunya sangat menyengat. Apa yang harus saya lakukan jika saya pikir saya terinfeksi?
33; Infeksi saluran kemih; Pada kesempatan langka, saya kencing dengan darah di dalamnya dan mual ringan. Membantu! Saya juga terkadang mengalami suhu malam hari yang tinggi dan bau urin yang tidak sedap.
34; Infeksi saluran kemih;Perut bagian bawah saya sakit, dan saat buang air kecil rasanya seperti mau meledak. Saya mengalami suhu tubuh yang rendah sejak saya mulai mengalami gejala baru ini. Karena itu, aku menjadi lemah.
35; Infeksi saluran kemih; Kencing saya berdarah, dan suhu tubuh saya rendah. Saya mengalami sakit kepala terus-menerus dan seringkali kuat, kebutuhan buang air kecil yang tidak terkendali. Selain itu, saya mulai mengalami nyeri punggung bawah.
36; Infeksi saluran kemih; Saya mengalami suhu rendah dan urin berdarah selama empat hari terakhir. Kencing saya berbau tidak enak, dan kepala saya sakit sekali. Saya hampir tidak memiliki kendali atas saat saya buang air kecil, dan dorongan itu menyerang tanpa peringatan.
37; Infeksi saluran kemih; Saya sering muntah dan nyeri panggul. Kadang-kadang ada darah di kencing saya, dan kadang-kadang baunya sangat tidak tertahankan. Saya kadang-kadang sulit tidur karena migrain saya.
38; Infeksi saluran kemih; Saya perlu buang air secara teratur, tetapi sepertinya saya tidak bisa mengosongkan kandung kemih saya. Kadang-kadang, saya merasakan dorongan yang kuat dan tak terkendali untuk buang air kecil, bersamaan dengan urine berwarna gelap atau merah.
39; Infeksi saluran kemih;Semangat saya sangat rendah, dan kencing saya berbau tidak enak. Daerah ginjal saya sangat sakit, dan sepertinya saya tidak bisa menahan kencing. Saya selalu merasakan desakan yang tidak masuk akal ini.
40; Infeksi saluran kemih; Saya harus sering ke kamar mandi, tetapi umumnya hanya beberapa tetes urin yang keluar. Saya menderita sakit perut yang parah dan keinginan yang luar biasa untuk buang air kecil.
41; Infeksi saluran kemih; Urin saya sering berbau aneh, berwarna merah tua atau hitam, dan keduanya. Suhu tubuh saya sering berfluktuasi, yang biasanya membuat saya terjaga di malam hari.
42; Infeksi saluran kemih; Saya melihat darah di kencing saya. Saya terkadang merasa sakit setelah buang air kecil. Saya sering merasa seperti demam.
43; Infeksi saluran kemih; Kencing saya memiliki bau yang kuat dan tampilan yang kabur. Sejak gejala ini dimulai, saya mengalami suhu tinggi dan sering kali ingin buang air kecil di malam hari.
44; Infeksi saluran kemih; Saya sesekali buang air kecil dengan darah di dalamnya dan merasa sedikit mual. Membantu! Saya juga kadang-kadang mendapatkan bau kencing yang tidak enak dan suhu semalam yang berlebihan.
45; Infeksi saluran kemih;Perut bagian bawah saya sakit, dan rasanya seperti mau meledak saat buang air kecil. Sejak saya mulai mengalami gejala baru ini, suhu tubuh saya selalu rendah. Itu sebabnya aku lemah.
46; Infeksi saluran kemih; Dalam empat hari terakhir, saya mengalami suhu rendah dan darah di kencing saya. Kepalaku sangat sakit dan urinku berbau tidak enak. Keinginan untuk buang air kecil jarang datang karena isyarat, dan saya hampir tidak pernah bisa mengendalikannya saat itu terjadi.
47; Infeksi saluran kemih; Kencing saya sering berbau aneh dan berwarna merah atau hitam, atau keduanya. Perubahan suhu tubuh yang sering terjadi biasanya membuat saya terjaga di malam hari.
48; Infeksi saluran kemih; Kencing saya berbau tajam dan tampak keruh. Saya mengalami demam dan sering buang air kecil dalam semalam sejak gejala ini dimulai.
49; Infeksi saluran kemih; Saya mengalami suhu rendah dan darah dalam urin saya selama tiga hari terakhir. Kencing saya berbau tidak enak, dan kepala saya sangat sakit. Buang air kecil jarang terjadi karena isyarat, dan saya hampir tidak pernah memiliki kendali atas hal itu.
50; alergi;Saya memiliki hidung meler dan saya bersin sepanjang waktu. Mata saya gatal dan sering berair, dan saya batuk terus. Kepalaku sakit dan sepanjang waktu
51; alergi; Saya sakit tenggorokan dan saya bersin sepanjang waktu. Terkadang saya mengalami pembengkakan di wajah saya seperti bibir dan dekat mata saya. Saya tidak bisa berhenti bersin begitu saya mulai bersin
52; alergi; Saya mengalami kesulitan bernafas dan sesak nafas. Saya batuk tak terkendali dan mata gatal serta bengkak di wajah dan bagian tubuh lainnya
53; alergi; Saya mengalami hidung tersumbat dan hidung tersumbat. Terkadang pada malam hari saya mengalami nyeri dada dan sesak. Saya juga kehilangan indra penciuman dan perasa
54; alergi; Saya menderita asma seperti gejala seperti mengi dan kesulitan bernapas. Saya sering demam dan sakit kepala. Saya merasa lelah sepanjang waktu
55; alergi; Saya merasa lelah sepanjang waktu, saya kehilangan selera dan sakit tenggorokan. Saya juga sering demam dan nyeri otot. Terkadang seluruh tubuh saya kram
56; alergi;Saya mengalami kehilangan nafsu makan dan sulit menelan makanan. Saya juga menderita sakit tenggorokan dan pilek.
57; alergi; Saya merasa lelah sepanjang waktu, dan tenggorokan saya terasa kesemutan. Saya juga mengalami kulit bersisik. Terkadang saya mengalami mata bengkak dan terkadang bengkak juga.
58; alergi; Saya mengalami kram perut, mual dan diare. Tenggorokan saya bengkak, dan saya kesulitan bernapas. Kadang malam hari saya sakit dada dan mual.
59; alergi; Saya memiliki kulit gatal dan merah. Terkadang hasil ini mengelupas. Wajah dan bibir saya bengkak dan menyebabkan banyak ketidaknyamanan. Mata saya terkadang berair dan sakit kepala saat engahan semakin parah
60; alergi; Saya sering bersin dan hidung meler. Mata saya gatal dan sering berair, dan saya sering batuk. Kepalaku sakit terus menerus.
61; alergi; Saya sering bersin dan sakit tenggorokan. Bibir dan area di sekitar mata saya terkadang membengkak. Begitu saya mulai bersin, saya tidak bisa berhenti.
62; alergi;Saya kesulitan bernapas dan sesak napas. Saya mengalami batuk kering, batuk, mata gatal, dan bengkak di seluruh wajah dan tubuh saya.
63; alergi; Saya memiliki hidung tersumbat dan hidung tersumbat. Saya kadang-kadang mengalami kekakuan dan ketidaknyamanan dada di malam hari. Saya juga kehilangan kemampuan untuk merasakan dan mencium.
64; alergi; Saya mendapatkan gejala asma, seperti mengi dan masalah pernapasan. Saya sering sakit kepala dan demam. Sepanjang waktu, saya merasa lelah.
65; alergi; Saya selalu merasa lelah, memiliki selera yang buruk, dan tenggorokan yang sangat gatal. Saya juga mengalami nyeri otot dan panas. Seluruh tubuh saya hanya kram sesekali.
66; alergi; Saya kehilangan nafsu makan, dan saya juga kesulitan menelan. Hidung saya berair, dan tenggorokan saya sakit.
67; alergi; Saya selalu lelah dan mengalami kesemutan di tenggorokan. Saya juga mulai mengalami kulit kering. Mata saya terkadang membengkak
68; alergi;Saya merasa mual, mual, dan pusing. Saya mengalami pembengkakan tenggorokan dan mengalami masalah pernapasan. Saya terkadang merasa tidak nyaman di dada dan mual di malam hari.
69; alergi; Kulit saya merah dan gatal. Ini terkadang bisa mengelupas. Pipi dan bibir saya membengkak, yang sangat mengganggu. Saya kadang-kadang sakit kepala dan mata berair karena terengah-engah.
70; alergi; Saya sering bersin, dan hidung saya meler. Saya terus-menerus batuk, dan mata saya perih dan berair. Kepalaku sakit sepanjang waktu.
71; alergi; Saya sakit tenggorokan dan sering bersin. Terkadang kulit di sekitar mata dan bibir saya membengkak. Saya tidak bisa berhenti bersin begitu saya pergi.
72; alergi; Saya memiliki masalah pernapasan dan mengalami sesak napas. Wajah dan badan saya bengkak, mata saya gatal, dan saya batuk kering.
73; alergi; Saya mengalami hidung tersumbat dan hidung tersumbat. Kadang-kadang, pada malam hari, saya mengalami kekakuan dan nyeri dada. Selain itu, saya kehilangan indera perasa dan penciuman.
74; alergi;Saya mengalami masalah pernapasan dan mengi, yang merupakan gejala asma. Saya sering mengalami demam dan sakit kepala. Saya selalu merasa lelah.
75; alergi; Saya selalu merasa lelah, rasa tidak enak di mulut, dan tenggorokan sangat gatal. Otot saya juga panas dan sakit. Terkadang seluruh tubuh saya kram.
76; alergi; Seiring dengan kehilangan nafsu makan, saya mengalami masalah menelan. Saya sakit tenggorokan, dan hidung saya berair.
77; alergi; Saya selalu merasa lelah dan rasa geli di tenggorokan. Kulit saya juga sudah mulai terasa kering. Saya terkadang mengalami pembengkakan mata.
78; alergi; Aku pusing, mual, dan gemetar. Saya mengalami kesulitan bernapas karena tenggorokan saya bengkak. Kadang-kadang, sepanjang malam, dada saya sakit dan saya merasa mual.
79; alergi; Kulit saya iritasi dan meradang. Terkadang, mereka bisa mengelupas. Bibir dan pipiku mengembang, dan itu sangat tidak menyenangkan. Karena engah, saya kadang-kadang sakit kepala dan mata basah.
80; alergi;Hidung saya berair dan saya sering bersin. Mataku basah dan sakit, dan aku batuk sepanjang waktu. Kepala saya sakit terus menerus.
81; alergi; Saya sering bersin dan sakit tenggorokan. Bibir dan kulit di sekitar mata saya terkadang membengkak. Begitu saya mulai, saya tidak bisa berhenti bersin.
82; alergi; Saya memiliki masalah pernapasan dan mudah kehabisan napas. Mata saya sakit, saya batuk kering, dan wajah serta tubuh saya bengkak.
83; alergi; Saya memiliki hidung tersumbat dan hidung tersumbat. Saya kadang-kadang mengalami kekakuan dan ketidaknyamanan dada pada malam hari. Saya juga kehilangan kemampuan untuk mencium dan merasakan.
84; alergi; Saya mengalami mengi dan kesulitan bernapas, yang merupakan gejala asma. Saya sering sakit kepala dan demam. Saya terus menerus kelelahan.
85; alergi; Saya selalu merasa lelah, rasa tidak enak di mulut, dan tenggorokan saya sangat gatal. Juga panas dan nyeri adalah otot-otot saya. Seluruh tubuh saya kadang-kadang bisa kram.
86; alergi; Saya kehilangan nafsu makan dan kesulitan menelan. Hidung saya berair, dan tenggorokan saya sakit.
87; alergi;Saya selalu merasa geli di tenggorokan dan merasa lelah. Kulit saya juga mulai terasa kering. Saya kadang-kadang mengalami edema okular.
88; alergi; Saya merasa mual, sakit, dan goyah. Tenggorokan saya membesar dan membuat saya sulit bernapas. Dada saya kadang-kadang sakit sepanjang malam, dan kadang-kadang saya merasa sakit.
89; alergi; Kulit saya bengkak dan gatal. Mereka terkadang mengelupas. Sangat sakit ketika pipi dan bibir saya membengkak. Saya kadang-kadang sakit kepala dan mata berair karena terengah-engah.
90; alergi; Saya banyak bersin dan hidung saya berair. Mata saya sakit dan lembap, dan saya sering bersuara. Kepalaku sakit sepanjang waktu.
91; alergi; Saya sakit tenggorokan dan banyak bersin. Ada kalanya kulit di sekitar mata dan bibir saya membengkak. Saya menemukan bahwa begitu saya mulai, saya tidak bisa berhenti.
92; alergi; Saya kesulitan bernapas dan mudah kehabisan napas. Wajah dan badan saya bengkak, mata saya sakit, dan saya batuk kering.
93; alergi;Saya mengalami hidung tersumbat dan hidung tersumbat. Kadang-kadang, pada malam hari, saya mengalami kekakuan dan nyeri dada. Saya juga kehilangan indera perasa dan penciuman.
94; alergi; Saya mengalami masalah pernapasan dan mengi, yang merupakan gejala asma. Saya sering mengalami demam dan sakit kepala. Saya selalu lelah.
95; alergi; Saya sering mengalami kelelahan, rasa tidak enak di mulut, dan tenggorokan gatal. Otot saya juga terbakar dan tidak nyaman. Terkadang saya mengalami kram di seluruh tubuh saya.
96; alergi; Nafsu makan saya menurun, dan saya mengalami masalah menelan. Saya sakit tenggorokan, dan hidung saya berair.
97; alergi; Tenggorokanku selalu menggelitik, dan aku lelah. Selain itu, kulit saya sudah mulai terasa kering. Peradangan mata terkadang mempengaruhi saya.
98; alergi; Saya mual, sakit, dan gemetar. Saya memiliki tenggorokan yang besar, yang membuat saya sulit bernapas. Saya kadang-kadang mengalami nyeri dada di malam hari dan kadang-kadang sakit.
99; alergi;Kulit saya gatal dan bengkak. Terkadang, mereka bisa mengelupas. Bibir dan pipi saya bengkak sangat sakit. Terengah-engah kadang-kadang membuat saya sakit kepala dan mata berair.
100; penyakit refluks gastroesofagus; Saya sering merasa panas di tenggorokan saat dan terutama setelah makan. Kadang-kadang ini juga meninggalkan rasa asam atau pahit di mulut saya dan saya mual karenanya
101; penyakit refluks gastroesofagus; Saya mengalami mulas dan gangguan pencernaan. Saya sering memuntahkan apapun yang saya makan dan sulit menelan makanan, karena makanan tersangkut di tenggorokan. Saya memiliki rasa sakit yang mengganggu di perut bagian atas saya
102; penyakit refluks gastroesofagus; Saya sering bersendawa dan bersendawa. Saya mengalami nyeri dada yang sering menjalar ke belakang leher, rahang dan lengan. Saya merasakan sesak dan tekanan di dada saya
103; penyakit refluks gastroesofagus; Saya memiliki rasa asam yang terus-menerus di mulut saya, bahkan ketika saya belum makan apa pun yang asam. Saya sering mengalami cegukan dan rasa terganjal di tenggorokan.
104; penyakit refluks gastroesofagus;Saya memiliki bau mulut kronis dan rasa asam di mulut saya, kadang-kadang sulit menelan makanan karena kesemutan di tenggorokan saya.
105; penyakit refluks gastroesofagus; Saya sering sakit maag dan gangguan pencernaan, terutama makan makanan pedas atau makanan berlemak. Saya mengalami nyeri dada yang semakin parah saat saya berbaring atau membungkuk. Saya juga sering sakit dada
106; penyakit refluks gastroesofagus; Saya kehilangan nafsu makan dan kesulitan menelan. Saya sering merasa kenyang terus-menerus, bahkan setelah makan dalam porsi kecil. Saya biasanya muntah dan mulas dan kesemutan di tenggorokan
107; penyakit refluks gastroesofagus; Saya sakit tenggorokan atau suara serak, terutama di pagi hari. Saya mengalami sakit kronis yang mengganggu di tenggorokan dan bau mulut. Saya juga sering bersendawa
108; penyakit refluks gastroesofagus; Saya merasa ada makanan atau asam yang masuk ke tenggorokan saya. Saya sakit dada yang semakin parah jika saya berbaring. Saya sering mulas atau gangguan pencernaan, setelah makan dan memuntahkannya
109; penyakit refluks gastroesofagus;Saya merasa tidak enak setelah makan dan biasanya memuntahkan apapun yang saya makan. Saya selalu merasakan sakit di perut saya dan mengalami refluks asam yang sangat buruk
110; penyakit refluks gastroesofagus; Tenggorokan saya sering terasa seperti terbakar, terutama setelah makan. Selain itu, saya kadang-kadang mendapatkan sisa rasa asam atau pahit, yang menyebabkan saya merasa mual.
111; penyakit refluks gastroesofagus; Saya mengalami gangguan pencernaan dan mulas. Saya sering memuntahkan semua yang saya makan, dan sulit menelan makanan karena tersangkut di tenggorokan. Perut bagian atas saya mengganggu saya.
112; penyakit refluks gastroesofagus; Sendawa dan sendawa saya sering. Saya sering mengalami rasa tidak nyaman di dada yang menjalar ke belakang leher, rahang, dan lengan. Saya memiliki tekanan dan ketegangan di dada saya.
113; penyakit refluks gastroesofagus; Bahkan ketika saya tidak memiliki sesuatu yang asam di perut saya, saya selalu merasakan rasa asam di mulut saya. Saya sering mengalami cegukan dan benjolan di tenggorokan.
114; penyakit refluks gastroesofagus; Saya selalu memiliki bau mulut dan rasa asam di mulut saya, dan kadang-kadang, kesemutan di tenggorokan membuat saya sulit menelan makanan.
115; penyakit refluks gastroesofagus;Saya sering mengalami mulas dan gangguan pencernaan, terutama setelah mengkonsumsi makanan pedas atau berlemak. Saat saya berbaring atau membungkuk, rasa tidak nyaman di dada saya semakin parah. Dadaku juga agak sakit.
116; penyakit refluks gastroesofagus; Saya tidak ingin makan, dan menelan itu menantang. Bahkan setelah makan sedikit, saya sering merasa kenyang. Biasanya, saya mengalami mulas, mual, dan kesemutan di tenggorokan.
117; penyakit refluks gastroesofagus; Saya sering bangun dengan sakit tenggorokan atau suara serak. Tenggorokan saya sakit terus-menerus, dan napas saya juga buruk. Saya juga sering bersendawa.
118; penyakit refluks gastroesofagus; Saya merasa seolah-olah asam atau makanan masuk ke tenggorokan saya. Dadaku sakit, dan berbaring membuatnya lebih buruk. Setelah makan, saya sering sakit maag atau gangguan pencernaan dan muntah.
119; penyakit refluks gastroesofagus; Setelah makan, saya mual dan sering memuntahkan semua yang saya makan. Saya selalu mengalami sakit perut yang parah dan refluks asam yang parah.
120; penyakit refluks gastroesofagus;Apalagi setelah makan, tenggorokan saya sering terasa seperti terbakar. Saya juga terkadang merasakan sisa rasa pahit atau asam, yang membuat saya merasa mual.
121; penyakit refluks gastroesofagus; Saya mengalami mulas dan gangguan pencernaan. Saya secara teratur memuntahkan semua yang saya makan, dan makanan tersangkut di tenggorokan, membuat saya sulit menelan. Saya merasakan sakit di perut bagian atas.
122; penyakit refluks gastroesofagus; Bersendawa dan bersendawa adalah hal yang biasa bagi saya. Saya sering mengalami nyeri dada yang menjalar ke belakang leher, rahang, dan lengan. Di dadaku, ada tekanan dan tekanan.
123; penyakit refluks gastroesofagus; Saya merasakan rasa asam di mulut saya sepanjang waktu, bahkan ketika tidak ada yang asam di perut saya. Saya sering cegukan dan ada benjolan di tenggorokan.
124; penyakit refluks gastroesofagus; Saya secara berkala merasa sulit untuk menelan makanan karena kesemutan di tenggorokan, bau mulut, dan rasa tidak enak di mulut.
125; penyakit refluks gastroesofagus; secara teratur mengalami gangguan pencernaan dan mulas, terutama setelah makan makanan pedas atau berlemak. Nyeri dada saya lebih buruk ketika saya membungkuk atau berbaring. Selain itu, dada saya sangat sakit.
126; penyakit refluks gastroesofagus;Saya sedang tidak mood untuk makan, dan sulit menelan. Saya sering merasa kenyang bahkan setelah makan sedikit. Gejala khas saya termasuk mulas, mual, dan kesemutan tenggorokan.
127; penyakit refluks gastroesofagus; Saya sering mendapatkan suara serak atau sakit tenggorokan saat bangun tidur. Saya memiliki bau mulut dan sakit tenggorokan terus-menerus. Saya juga sering muntah.
128; penyakit refluks gastroesofagus; Tenggorokan saya terasa seperti ada makanan atau asam yang tertahan. Berbaring hanya membuat dadaku semakin sakit. Saya sering mengalami mulas atau gangguan pencernaan setelah makan dan muntah.
129; penyakit refluks gastroesofagus; Saya sering merasa mual setelah makan dan muntah sepanjang makan. Saya terus-menerus mengalami refluks asam yang menyiksa dan sakit perut yang parah.
130; penyakit refluks gastroesofagus; Tenggorokan saya sering terasa seperti terbakar terutama setelah makan. Rasa pahit atau asam yang sesekali saya alami juga membuat saya merasa tidak enak badan.
131; penyakit refluks gastroesofagus; Saya mengalami gangguan pencernaan dan mulas. Saya sering memuntahkan semua yang saya makan, dan sulit menelan karena makanan tersangkut di tenggorokan. Perut bagian atas saya tidak nyaman.
132; penyakit refluks gastroesofagus;Kecenderungan saya adalah sering bersendawa dan bersendawa. Saya sering mengalami nyeri dada yang menyebar ke lengan, rahang, dan belakang leher. Ada tekanan dan tekanan di dadaku.
133; penyakit refluks gastroesofagus; Bahkan ketika saya tidak memiliki sesuatu yang asam di perut saya, saya selalu merasakan rasa asam di mulut saya. Saya sering mengalami benjolan di tenggorokan dan cegukan.
134; penyakit refluks gastroesofagus; Secara berkala, kesemutan di tenggorokan, bau mulut, dan rasa tidak enak di mulut membuat saya sulit menelan makanan.
135; penyakit refluks gastroesofagus; Saya rutin mengalami sakit maag dan gangguan pencernaan, terutama setelah mengkonsumsi makanan pedas atau berlemak. Saat saya mencondongkan tubuh ke depan atau berbaring, ketidaknyamanan dada saya menjadi lebih buruk. Dadaku juga sangat sakit.
136; penyakit refluks gastroesofagus; Saya tidak ingin makan, dan menelan itu menantang. Bahkan setelah makan sedikit, saya sering merasa kenyang. Gejala normal saya termasuk mual, mulas, dan kesemutan di tenggorokan.
137; penyakit refluks gastroesofagus;Saya secara teratur bangun dengan suara serak atau sakit tenggorokan. Tenggorokan saya terus-menerus teriritasi, dan napas saya tidak enak. Saya sering muntah.
138; penyakit refluks gastroesofagus; Rasanya seperti ada makanan atau asam yang menumpuk di tenggorokan saya. Ketidaknyamanan dada saya hanya menjadi lebih buruk saat saya berbaring. Setelah makan, saya sering sakit maag atau gangguan pencernaan dan muntah.
139; penyakit refluks gastroesofagus; Setelah makan, saya sering merasa tidak enak badan dan memuntahkan seluruh makanan. Saya menderita refluks asam yang menyakitkan dan ketidaknyamanan perut yang menyiksa sepanjang waktu.
140; penyakit refluks gastroesofagus; Apalagi setelah makan, tenggorokan saya sering terasa panas. Saya kadang-kadang mendapatkan aftertaste pahit atau asam yang membuat saya merasa mual.
141; penyakit refluks gastroesofagus; Saya mengalami mulas dan gangguan pencernaan. Saya secara teratur memuntahkan semua yang saya makan, dan sulit menelan karena makanan tersangkut di tenggorokan saya. Saya mengalami nyeri di perut bagian atas.
142; penyakit refluks gastroesofagus; Saya memiliki kecenderungan untuk bersendawa dan bersendawa secara teratur. Saya sering mengalami rasa tidak nyaman di dada yang menjalar ke lengan, rahang, dan leher. Dadaku terasa sesak dan tertekan.
143; penyakit refluks gastroesofagus;Saya selalu merasakan rasa asam di mulut saya, bahkan ketika tidak ada yang asam di perut saya. Saya secara teratur mengalami cegukan dan simpul di tenggorokan saya.
144; penyakit refluks gastroesofagus; Saya kadang-kadang kesulitan menelan makanan karena kesemutan di tenggorokan, bau mulut, dan rasa tidak enak di mulut.
145; penyakit refluks gastroesofagus; Saya sering mengalami gangguan pencernaan dan mulas, terutama setelah makan makanan pedas atau berlemak. Dada saya sakit saat saya mencondongkan tubuh ke depan atau saat saya berbaring. Selain itu, dada saya sangat sakit.
146; penyakit refluks gastroesofagus; Saya sering merasa mual setelah makan dan muntah sepanjang makan. Saya selalu mengalami sakit asam lambung yang parah dan sakit perut.
147; penyakit refluks gastroesofagus; Tenggorokan saya sering terasa seperti terbakar, terutama setelah makan. Saya kadang-kadang mendapatkan aftertaste yang asam atau pahit dan membuat saya merasa mual.
148; penyakit refluks gastroesofagus; Bahkan ketika saya tidak memiliki sesuatu yang asam di perut saya, saya selalu merasakan rasa asam di mulut saya. Saya sering mengalami benjolan di tenggorokan dan cegukan.
149; penyakit refluks gastroesofagus;Saya sedang tidak mood untuk makan, dan sulit menelan. Saya sering merasa kenyang bahkan setelah makan sedikit. Gejala khas saya termasuk mulas, mual, dan kesemutan tenggorokan.
150; reaksi obat; Saya memiliki rasa logam di mulut saya, dan juga merasakan perubahan rasa dan bau. Terkadang mendapatkan nyeri sendi dan nyeri otot yang sangat tak tertahankan
151; reaksi obat;Saya sakit kepala dan migrain, sulit tidur. Saya mengalami kedutan otot dan tremor. Terkadang saya pusing
152; reaksi obat; Saya mengalami demam dan merasa sangat pusing dan pusing. Jantungku berdetak sangat kencang dan aku merasa sangat bingung. Saya tidak bisa berpikir sangat jernih dan semuanya terasa sangat berkabut
153; reaksi obat; Saya mengalami ruam di kulit saya dan ini mengelupas dari waktu ke waktu. Ini membuat saya rentan terhadap infeksi. Jari-jari saya mulai berkedut dan terkadang saya mengalami tremor.
154; reaksi obat; Saya merasa sangat mual dan nyeri dada. Belakangan ini saya mengalami nyeri dada. Saya merasa sangat gelisah dan sering berkeringat deras
155; reaksi obat; Saya mengalami gatal-gatal di sekujur tubuh, dan ruam di dada dan punggung. Saya mendapatkan kulit terkelupas dari waktu ke waktu dan seringkali ini meninggalkan bekas di tubuh saya.
156; reaksi obat; Saya mengalami kerontokan rambut dan ada perubahan yang signifikan pada tekstur rambut saya. Saya memiliki kulit kering dan gatal serta ketombe yang meningkat. Kulit saya juga menjadi sangat kering
157; reaksi obat;Saya mengalami penurunan gairah seks dan kesulitan untuk berfungsi secara seksual. Saya merasa sangat pusing dan bingung serta sering mengalami kabut otak
158; reaksi obat; Saya mengalami perubahan siklus haid dan keputihan yang tidak terduga. Saya sering mengalami perubahan suasana hati dan merasa gelisah dari waktu ke waktu
159; reaksi obat; Saya mengalami kenaikan berat badan yang signifikan dan menjadi sangat gemuk. Saya memiliki perubahan dalam nafsu makan dan mengidam makanan yang berbeda
160; reaksi obat; Saya mengalami kesulitan dalam mempertahankan konsentrasi dan kejernihan mental yang sangat rendah. Saya sering melupakan sesuatu dan secara umum sulit mengingat sesuatu
161; reaksi obat; Selain mengalami perubahan rasa dan aroma, saya juga merasakan aftertaste metalik di lidah saya. terkadang mengalami nyeri sendi dan otot yang menyiksa
162; reaksi obat; Saya menderita migrain dan sakit kepala, dan saya sulit tidur. Otot-otot saya gemetar dan berkedut. Saya terkadang merasa pusing.
163; reaksi obat;Saya merasa sangat pusing dan pusing ketika suhu tubuh saya naik. Pikiranku benar-benar kacau, dan jantungku berdegup kencang. Saya merasa sulit untuk berpikir jernih, dan semuanya tampak sangat kabur.
